iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
AM,Armenia,1995,3217348,1.05997548291326,1042.58347163728,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,1997,3133089,1.03230198695281,1171.05993764278,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,1998,3108687,1.08169108051084,1266.41072717579,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,1999,3089022,0.975802049969214,1316.53041801902,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2000,3069591,1.12891750073544,1403.03125693319,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2001,3050687,1.16115550366196,1547.25096426637,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2002,3033978,1.00317470990231,1761.13404630652,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2003,3017932,1.13609087282285,2018.36748633212,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2004,3000720,1.2147078034605,2243.08895410475,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2005,2981269,1.45879556658591,2571.54737414349,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2006,2958307,1.48003503355128,2933.58637167002,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2007,2932618,1.72432720524801,3364.7057424114,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2008,2907618,1.90941107119298,3627.79670232372,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,1996,3168221,0.809044886704558,1120.84988485751,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2010,2877319,1.46306891936556,3218.37270660563,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2011,2876538,1.70950183866857,3370.55110340079,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2012,2884229,1.97447948827919,3603.59584818863,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2013,2897584,1.89704008580942,3705.35739639054,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2014,2912403,1.89871937365811,3819.21778719537,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2015,2925553,1.64200409290141,3923.71650214361,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AM,Armenia,2009,2888092,1.50966901331398,3137.34609774988,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AO,Angola,1995,13945206,0.7870325472424,1922.41659740388,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,1996,14400719,0.726233460982052,2113.75121066285,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,1998,15359601,0.475815159521396,2225.68482490823,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,1999,15866869,0.57708291408973,2201.52992280828,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2000,16395473,0.581961496322796,2195.63104363877,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,1997,14871570,0.496361244979515,2195.71932106392,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2003,18121479,0.500225395509936,2423.29450431622,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2004,18758145,1.0018781174791,2597.45754126006,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2005,19433602,0.985736354999963,2883.97881768389,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2006,20149901,1.10501902714063,3102.65158022739,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2007,20905363,1.20313399963445,3409.50417848833,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2008,21695634,1.18500049364771,3652.15426594294,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2009,22514281,1.23442507446718,3549.57860280612,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2010,23356246,1.24409153765549,3587.88379824396,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2011,24220661,1.26282461903084,3579.96008145585,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2012,25107931,1.36118105470339,3748.44944492387,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2013,26015780,1.29507537348486,3796.88262179845,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2014,26941779,1.66474073594027,3843.19824090134,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2015,27884381,1.24024546214599,3748.32062295152,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2001,16945753,0.574316054293958,2213.68162733811,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AO,Angola,2002,17519417,0.722958874715979,2433.80490448768,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AR,Argentina,1997,35657429,3.87027000740855,8543.02853403286,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1998,36063459,3.87692639244616,8772.06320960578,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1999,36467218,4.03058881541224,8381.25399829498,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2000,36870787,3.8549919479614,8224.11282651363,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2001,37275652,3.58735031650151,7776.13787206685,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2002,37681749,3.3096836879838,6854.29408086406,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2003,38087868,3.5460883239776,7380.4670873289,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2004,38491972,4.09408291682224,7962.41230916816,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2005,38892931,4.16812854757591,8577.86499429459,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2006,39289878,4.46518602068451,9174.50245831661,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2007,39684295,4.41424641662401,9901.51188115634,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1995,34828170,3.67414170770385,7666.53000424516,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1996,35246374,3.83019839147142,7994.24337081722,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2010,40788453,4.60680413645499,10385.9644319555,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2011,41261490,4.64410645374173,10883.315359489,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2012,41733271,4.62525961600278,10649.8372874572,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2013,42202935,4.58977417091963,10784.6306992057,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2014,42669500,4.5882296019405,10398.6940069464,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2015,43131966,4.6640107478523,10568.1578087083,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2008,40080160,4.7182244282458,10201.4759370923,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2009,40482788,4.44538780283611,9502.24358504659,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AS,American Samoa,1995,53161,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1998,56171,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1999,57053,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1996,54211,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1997,55221,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2002,59080,NA,10551.212572216,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2003,59504,NA,10561.3156869179,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2004,59681,NA,10586.6823368619,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2005,59562,NA,10565.2319198874,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2006,59107,NA,10202.9553063961,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2007,58365,NA,10535.5519401488,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2008,57492,NA,10416.0057817659,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2009,56683,NA,10117.0113625969,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2010,56079,NA,10271.2245225485,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2011,55759,NA,10360.5091546826,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2012,55667,NA,9921.80610804858,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2013,55713,NA,9640.34446203249,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2014,55791,NA,9717.82905631836,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2015,55812,NA,9850.56503409338,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2001,58494,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2000,57821,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AT,Austria,1996,7959017,7.9573591814165,37346.00747133,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,1997,7968041,7.88115610850898,38084.702501734,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,1995,7948278,7.5385863453694,36537.9935189467,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2000,8011566,7.7719711726771,42001.210774577,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2001,8042293,8.1914020043786,42370.9302536426,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,1998,7976789,7.99893290395421,39405.4152181248,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,1999,7992324,7.75948322415358,40727.4844977123,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2004,8171966,8.82785011587175,43956.5829032552,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2005,8227829,8.97159019712247,44637.8560109729,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2002,8081957,8.29140244126515,42859.3299380524,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2003,8121423,8.84757080132386,43052.602598004,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2008,8321496,8.26909668646118,48053.4823567215,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2009,8343323,7.52622282512615,46123.4911031965,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2010,8363404,8.07858558548648,46858.0432733717,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2011,8391643,7.75337809294318,48065.3165411898,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2012,8429991,7.393167086418,48172.2381151452,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2013,8479823,7.37393740411799,47901.366129632,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2014,8546356,6.89217966113277,47842.7489082353,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2015,8642699,7.08859223258845,47789.3850154389,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2007,8295487,8.36840284361846,47510.2937856663,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,2006,8268641,8.68561048907553,45951.7346365426,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AU,Australia,1996,18311000,16.5018003932063,39056.181021017,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,1997,18517000,16.5142732084031,40153.6122516886,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,1995,18072000,15.5965188136344,38095.1295333831,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,1998,18711000,16.9356958473625,41555.9443532478,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,1999,18926000,17.1902976857233,43168.2924609306,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2000,19153000,17.2006098261369,44334.3929341041,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2001,19413000,16.7333674341936,44585.1985160971,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2002,19651400,17.3704517744283,45806.6944747073,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2003,19895400,16.9019589452838,46595.9009195353,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2004,20127400,17.0265153472381,47926.7486611411,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2005,20394800,17.1697114460549,48813.8877630783,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2006,20697900,17.6513983061083,49443.225533311,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2007,20827600,17.8652600395629,51024.2411265745,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2008,21249200,18.1608756564953,51841.2730313421,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2009,21691700,18.2001819589981,51767.3778350805,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2010,22031750,17.7408450531619,52022.1255961876,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2011,22340024,17.5388777559057,52567.7772438131,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2012,22733465,17.0729046803908,53682.0472210506,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2013,23128129,16.0980528948105,54129.9390516228,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2014,23475686,15.3911090819668,54679.420178522,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AU,Australia,2015,23815995,15.3397835782213,55079.8921159501,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AW,Aruba,1995,80324,8.81095313978387,26705.1813209964,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,1996,83200,8.72675480769231,26087.7756610939,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,1997,85451,8.88309089419667,27190.5014747821,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,1998,87277,9.24344328975561,27151.9237278694,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,1999,89005,9.10518510196057,26954.404887031,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,2000,90853,26.1948752380219,28417.3842120132,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,2001,92898,25.9340244138733,26966.0548644166,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,2002,94992,25.6711617820448,25508.3027198476,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,2003,97017,26.4204520857169,25469.2876015726,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AW,Aruba,2004,98737,26.5172934158421,27005.5294296216,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
